010001	10111001	10	10	6554	0175
010010	01110100	10	11	6534	0175
010010	01010100	10	01	6574	0175
010010	01010100	10	10	6574	0175
010010	01010100	10	10	6574	0175
010011	11000000	00	01	6574	0275
010011	11000000	00	11	6574	0275
010011	11000000	00	10	6574	0275
000110	10001100	00	01	6574	0275
000110	10001100	00	01	6574	0275
000110	10001100	00	10	6574	0275
000110	10001100	00	11	6574	0273
000111	01101100	00	01	6574	0273
000111	01101100	00	10	6574	0273
000111	01101100	00	10	6574	0273
001000	01110111	00	01	6574	0273
001000	01110111	00	11	6574	0273
001000	01110111	00	10	6574	0273
001001	11100000	10	01	6574	0273
001001	11100000	10	01	6574	0273
001001	11100000	10	10	6574	0273
001001	11100000	10	10	6574	0273
001011	10011001	10	01	6574	0273
001011	10011001	10	10	6574	0273
001011	10011001	10	10	6574	0273
001100	10011101	10	01	6574	0273
001100	10011101	10	01	6574	0273
001100	10011101	10	10	6574	0273
001101	01111110	10	01	6574	0274
001101	01111110	10	01	6574	0274
001101	01111110	10	10	6574	0274
001101	01111110	10	10	6574	0274
001110	11100000	10	01	6574	0274
001110	11100000	10	10	6574	0274
001110	11100000	10	10	6574	0274
010000	10111101	10	01	6574	0274
010000	10111101	10	01	6574	0274
010000	10111101	10	10	6574	0274
010001	10111001	10	01	6544	0274
010001	10111001	10	01	6544	0274
010001	10111001	10	10	6544	0274
010001	10111001	10	10	6544	0274
010010	01010100	10	01	6547	0274
010010	01010100	10	11	6547	0274
010010	01010100	10	10	6547	0274
010011	11000000	00	01	6547	0374
010011	11000000	00	01	6547	0374
010011	11000000	00	10	6547	0374
000110	10001100	00	11	6547	0374
000110	10001100	00	01	6547	0374
000110	10001100	00	10	6547	0374
000110	10001100	00	10	6547	0374
000111	01101100	00	01	6547	0373
000111	01101100	00	11	6547	0373
000111	01101100	00	10	6547	0373
001000	01110111	00	01	6547	0373
001000	01110111	00	01	6547	0373
001000	01110111	00	10	6547	0373
001000	01110111	01	11	6547	0373
001001	11100000	01	01	6547	0373
001001	11100000	01	10	6547	0373
001001	11100000	01	10	6547	0373
001010	11000000	01	01	6547	0373
001010	11000000	01	11	6547	0373
001010	11000000	01	10	6547	0373
010100	01010000	01	01	6547	0373
010100	01010000	01	01	6547	0373
010100	01010000	01	10	6547	0373
010100	01010000	01	10	6547	0373
010101	11000000	00	01	6547	1373
010101	11000000	00	10	6547	1373
010101	11000000	00	10	6547	1373
000001	10001100	00	01	6547	1373
000001	10001100	00	01	6547	1373
000001	10001100	00	10	6547	1373
000010	01100101	00	01	6547	1373
000010	01100101	00	01	6547	1373
000010	01100101	00	10	6547	1373
000010	01100101	00	10	6547	1373
000011	01110011	01	01	6547	1073
000011	01110011	01	10	6547	1073
000011	01110011	01	10	6547	1073
000100	11100000	10	01	6547	1073
000100	11100000	10	01	6547	1073
000100	11100000	10	10	6547	1073
000110	10001100	10	01	6547	1073
000110	10001100	10	01	6547	1073
000110	10001100	10	10	6547	1073
000110	10001100	10	10	6547	1073
000111	01101100	10	01	6547	1073
000111	01101100	10	11	6547	1073
000111	01101100	10	10	6547	1073
001000	01110111	00	01	6547	1072
001000	01110111	00	01	6547	1072
001000	01110111	00	10	6547	1072
001001	11100000	10	11	6547	1072
001001	11100000	10	01	6547	1072
001001	11100000	10	10	6547	1072
001001	11100000	10	10	6547	1072
001011	10011001	10	01	6547	1072
001011	10011001	10	11	6547	1072
001011	10011001	10	10	6547	1072
001100	10011101	10	01	6547	1062
001100	10011101	10	01	6547	1062
001100	10011101	10	10	6547	1062
001100	10011101	10	11	6547	1060
001101	01111110	10	01	6547	1065
001101	01111110	10	10	6547	1065
001101	01111110	10	10	6547	1065
001110	11100000	10	01	6547	1065
001110	11100000	10	11	6547	1065
001110	11100000	10	10	6547	1065
010000	10111101	10	01	6547	1065
010000	10111101	10	01	6547	1065
010000	10111101	10	10	6547	1065
010000	10111101	10	10	6547	1065
010001	10111001	10	01	5547	1065
010001	10111001	10	10	5547	1065
010001	10111001	10	10	5547	1065
010010	01010100	10	01	5647	1065
010010	01010100	10	01	5647	1065
010010	01010100	10	10	5647	1065
010011	11000000	00	01	5647	1165
010011	11000000	00	01	5647	1165
010011	11000000	00	10	5647	1165
010011	11000000	00	10	5647	1165
000110	10001100	00	01	5647	1165
000110	10001100	00	10	5647	1165
000110	10001100	00	10	5647	1165
000111	01101100	00	01	5647	1163
000111	01101100	00	01	5647	1163
000111	01101100	00	10	5647	1163
001000	01110111	00	01	5647	1162
001000	01110111	00	01	5647	1162
001000	01110111	00	10	5647	1162
001000	01110111	00	10	5647	1162
001001	11100000	10	01	5647	1162
001001	11100000	10	10	5647	1162
001001	11100000	10	10	5647	1162
001011	10011001	10	01	5647	1162
001011	10011001	10	01	5647	1162
001011	10011001	10	10	5647	1162
001100	10011101	10	11	5647	1162
001100	10011101	10	01	5647	1162
001100	10011101	10	10	5647	1162
001100	10011101	10	10	5647	1162
001101	01111110	10	01	5647	1164
001101	01111110	10	11	5647	1164
001101	01111110	10	10	5647	1164
001110	11100000	10	01	5647	1164
001110	11100000	10	01	5647	1164
001110	11100000	10	10	5647	1164
001100	11111100	10	11	5647	1164
010000	10111101	10	01	5647	1164
010000	10111101	10	10	5647	1164
010000	10111101	10	10	5647	1164
010001	10111001	10	01	5447	1164
010001	10111001	10	11	5447	1164
010001	10111001	10	10	5447	1164
010010	01010100	10	01	5467	1164
010010	01010100	10	01	5467	1164
010010	01010100	10	10	5467	1164
010010	01010100	10	10	5467	1364
010011	11000000	00	01	5467	1264
010011	11000000	00	10	5467	1264
010011	11000000	00	10	5467	1264
000110	10001100	00	01	5467	1264
000110	10001100	00	01	5467	1264
000110	10001100	00	10	5467	1264
000111	01101100	00	01	5467	1263
000111	01101100	00	01	5467	1263
000111	01101100	00	10	5467	1263
000111	01101100	00	10	5467	1263
001000	01110111	00	01	5467	1262
001000	01110111	00	10	5467	1262
001000	01110111	00	10	5467	1262
001001	11100000	01	01	5467	1262
001001	11100000	01	01	5467	1262
001001	11100000	01	10	5467	1262
001010	11000000	01	01	5467	1262
001010	11000000	01	01	5467	1262
001010	11000000	01	10	5467	1262
001010	11000000	01	10	5467	1262
010100	01010000	01	01	5467	1262
010100	01010000	01	10	5467	1262
010100	01010000	01	10	5467	1262
010101	11000000	00	01	5467	2262
010101	11000000	00	01	5467	2262
010101	11000000	00	10	5467	2262
000001	10001100	00	01	5467	2262
000001	10001100	00	01	5467	2262
000001	10001100	00	10	5467	2262
000001	10001100	00	10	5467	2262
000010	01100101	00	01	5467	2263
000010	01100101	00	11	5467	2263
000010	01100101	00	10	5467	2263
000011	01110011	01	01	5467	2063
000011	01110011	01	01	5467	2063
000011	01110011	01	10	5467	2063
000001	11110000	11	11	5467	2063
000100	11100000	10	01	5467	2063
000100	11100000	10	10	5467	2063
000100	11100000	10	10	5467	2063
000110	10001100	10	01	5467	2063
000110	10001100	10	11	5467	2063
000110	10001100	10	10	5467	2063
000111	01101100	10	01	5467	2063
000111	01101100	10	01	5467	2063
000111	01101100	10	10	5467	2063
000111	01101100	10	11	5467	2063
001000	01110111	00	01	5467	2061
001000	01110111	00	10	5467	2061
001000	01110111	00	10	5467	2061
001001	11100000	10	01	5467	2061
001001	11100000	10	01	5467	2061
001001	11100000	10	10	5467	2061
001011	10011001	10	01	5467	2061
001011	10011001	10	01	5467	2061
001011	10011001	10	10	5467	2061
001011	10011001	10	10	5467	2061
001100	10011101	10	01	5467	2051
001100	10011101	10	10	5467	2051
001100	10011101	10	10	5467	2051
001101	01111110	10	01	5467	2054
001101	01111110	10	01	5467	2054
001101	01111110	10	10	5467	2054
001110	11100000	10	01	5467	2054
001110	11100000	10	01	5467	2054
001110	11100000	10	10	5467	2054
001110	11100000	10	10	5467	2054
010000	10111101	10	01	5467	2054
010000	10111101	10	10	5467	2054
010000	10111101	10	10	5467	2054
010001	10111001	10	01	4467	2054
010001	10111001	10	01	4467	2054
010001	10111001	10	10	4467	2054
010010	01010100	10	01	4767	2054
010010	01010100	10	01	4567	2054
010010	01010100	10	10	4567	2054
010010	01010100	10	10	4567	2054
010011	11000000	00	01	4567	2154
010011	11000000	00	11	4567	2154
010011	11000000	00	10	4567	2154
000110	10001100	00	01	4567	2154
000110	10001100	00	01	4567	2154
000110	10001100	00	10	4567	2154
000111	01101100	00	11	4567	2153
000111	01101100	00	01	4567	2153
000111	01101100	00	10	4567	2153
000111	01101100	00	10	4567	2153
001000	01110111	00	01	4567	2151
001000	01110111	00	11	4567	2151
001000	01110111	00	10	4567	2151
001001	11100000	01	01	4567	2151
001001	11100000	01	01	4567	2151
001001	11100000	01	10	4567	2151
001001	11100000	01	11	4567	2151
001010	11000000	01	01	4567	2151
001010	11000000	01	10	4567	2151
001010	11000000	01	10	4567	2151
010100	01010000	01	01	4567	2151
010100	01010000	01	01	4567	2151
010100	01010000	01	10	4567	2151
010101	11000000	00	01	4567	3151
010101	11000000	00	01	4567	3151
010101	11000000	00	10	4567	3151
010101	11000000	00	10	4567	3151
000001	10001100	00	01	4567	3151
000001	10001100	00	10	4567	3151
000001	10001100	00	10	4567	3151
000010	01100101	00	01	4567	3153
000010	01100101	00	01	4567	3153
000010	01100101	00	10	4567	3153
000011	01110011	01	01	4567	3053
000011	01110011	01	01	4567	3053
000011	01110011	01	10	4567	3053
000011	01110011	01	10	4567	3053
000100	11100000	01	01	4567	3053
000100	11100000	01	10	4567	3053
000100	11100000	01	10	4567	3053
000101	11000000	01	01	4567	3053
000101	11000000	01	01	4567	3053
000101	11000000	01	10	4567	3053
010110	00000000	01	01	4567	3053
010110	00000000	01	01	4567	3053
010110	00000000	01	10	4567	3053
010110	00000000	01	10	4567	3053
010111	00000000	01	01	4567	3053
010111	00000000	01	11	4567	3053
010111	00000000	01	10	4567	3053
011000	00000000	01	01	4567	3053
011000	00000000	01	01	4567	3053
011000	00000000	01	10	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
011001	00000000	01	01	4567	3053
